2.894883650047125060e-10	5.808395011742745195e-01	1.880398495681203485e+03	0.000000000000000000e+00
2.859681931182726940e-10	5.737765061467053895e-01	4.837196130243095467e+03	1.143498285201371839e-01
2.827613009621985788e-10	5.673420864413626363e-01	4.309436552450758427e+03	2.847456122035102455e-01
2.857232362772856273e-10	5.732850162406228911e-01	5.522155582275534471e+03	8.794648964280828152e-02
2.880015088037667019e-10	5.778562212968217926e-01	5.039515968387225257e+03	2.367686905850475421e-01
2.822079901096634602e-10	5.662319043462183954e-01	4.601276318978944801e+03	2.651757878593697382e-01
2.855738822270273520e-10	5.729853470914016977e-01	5.731915414467668597e+03	1.698152241478206870e+00
2.880276461686023996e-10	5.779086642126293194e-01	6.527514777988177229e+03	4.680020255983795285e-02
2.838794465041992664e-10	5.695855724579607093e-01	6.092635125891899406e+03	1.311769350584519600e-01
2.819920540539038289e-10	5.657986427506757066e-01	6.166075067139946441e+03	5.816083347133322451e-02
2.792775194256715504e-10	5.603521062746517067e-01	4.712876229699016221e+03	3.690069047944761343e-02
2.749518093978295899e-10	5.516728515669352406e-01	1.231199015040787970e+02	1.573313941348847000e-01
2.794616371672713440e-10	5.607215265005264238e-01	5.830075335939731303e+03	2.145775883379293369e-01
2.750837486055105939e-10	5.519375789716912672e-01	5.725195419843664240e+03	5.093851924918459811e-02
2.815163144542663498e-10	5.648441023091703705e-01	8.133593493125205896e+03	6.023323181341454918e-02
2.832669659531079206e-10	5.683566702263664894e-01	6.644634684292252132e+03	4.032954373636500889e-01
2.971109468712118878e-10	5.961337139448827926e-01	5.714155428675657276e+03	2.977550417959665685e-01
2.818793522244589239e-10	5.655725138891750658e-01	5.742955405635675561e+03	5.326819738544209121e-02
2.808559523441441925e-10	5.635191288559833200e-01	6.029515176387858446e+03	4.861364110908711345e-02
2.795844507586022239e-10	5.609679439519666966e-01	6.206875034499972571e+03	5.973307221354223068e-02
2.855364393862871386e-10	5.729102204764244810e-01	7.433754052996757309e+03	3.116253506997194306e-02
2.832525557362446533e-10	5.683277570671985135e-01	6.237595009923991711e+03	1.674581860334511674e-01
2.854874089809485423e-10	5.728118441697332974e-01	6.739914608068313100e+03	3.010293591765126481e-02
2.823293955171801915e-10	5.664754963687880229e-01	8.382713293829365284e+03	9.360472511621990843e-02
2.807311365794924475e-10	5.632686941745140841e-01	5.546875562499550142e+03	1.716243427005258448e-01
2.823759992049153164e-10	5.665690036250693451e-01	4.851356118915105071e+03	1.198919040864767360e-01
2.783281897127043135e-10	5.584473381955586957e-01	4.849916120067104202e+03	2.779644176284659096e-01
2.778207290867480634e-10	5.574291515860857471e-01	4.853276117379105926e+03	1.940398447681241853e-02
2.786481023789293368e-10	5.590892220704648530e-01	6.519594784324172906e+03	6.916026467178826298e-02
2.953716034617124801e-10	5.926438349705482889e-01	6.657834673732260853e+03	3.707322634141892448e-01
2.821971483728162994e-10	5.662101511091855999e-01	5.825755339395728697e+03	4.633673893060885618e-01
2.789777938868501793e-10	5.597507265526882048e-01	5.667115466307626775e+03	1.348563721149023120e-01
2.857521539554766010e-10	5.733430376736268208e-01	5.975515219587824504e+03	2.430518855584915539e-01
2.850726729821028773e-10	5.719797034697621241e-01	5.986555210755831467e+03	9.840184127852698304e-02
2.838966673848118059e-10	5.696201250304090413e-01	6.288954968836024818e+03	2.620293903764877100e-02
2.846295905061238085e-10	5.710906874144102696e-01	5.672395462083630264e+03	3.513765188987848925e-02
2.952123578610139454e-10	5.923243190712740303e-01	2.015998387201290143e+01	1.147407882073694374e-01
2.803495149461633419e-10	5.625029952866276162e-01	5.916715266627787059e+03	1.390050087959929515e-01
2.801991091941167961e-10	5.622012159664431241e-01	4.971356022915181711e+03	1.026210379031696762e-01
2.790735335923850236e-10	5.599428220201676520e-01	4.042796765762587256e+03	2.353546117163106133e-01
2.827642239863089944e-10	5.673479512983705675e-01	4.403036477570817624e+03	2.837469730024215833e-02
2.817691814972004420e-10	5.653514635189338389e-01	5.842795325763739129e+03	1.116315906947274450e-01
2.658514941189101741e-10	5.334136631983452670e-01	1.634398692481045998e+02	8.025305579755535879e-02
2.777360216142339361e-10	5.572591915737721280e-01	5.275195779843375931e+03	2.886283290973367111e-01
2.855863937946420395e-10	5.730104507348318110e-01	5.426875658499473502e+03	5.249587800329759413e-02
2.702683651289257602e-10	5.422758264641014403e-01	5.305435755651395084e+03	9.022000782399373919e-02
2.771893119070557811e-10	5.561622542457406171e-01	6.417594865924107580e+03	1.092983125613499439e-02
2.725778660594768707e-10	5.469096892738933846e-01	5.080075935939251394e+03	2.733631413094869678e-01
2.753545199573439077e-10	5.524808640081333433e-01	3.926156859074512795e+03	2.102854317716545962e-01
2.836923295233290221e-10	5.692101344543361030e-01	6.894714484228412402e+03	4.364862108110313388e-01
2.832631350735282072e-10	5.683489838166412289e-01	6.209755032195974309e+03	7.398474081220735368e-03
2.861635074965262898e-10	5.741683916929004594e-01	7.636793890564887988e+03	6.142147086282331164e-02
2.806019472500176264e-10	5.630094842208154260e-01	5.296315762947389885e+03	6.917838465729226893e-01
